日期,单品编码,单品名称,分类名称,销量(千克),销售单价(元/千克),销售类型,是否打折销售,批发价格(元/千克),损耗率_单品
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.422,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.234,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.28,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.115,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.119,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.22,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.262,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.349,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.243,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.408,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.119,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.206,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.151,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.528,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.28,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.151,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.11,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.17,21.8,销售,否,13.6,13.82
2020-09-26,102900005116530,西峡香菇(1),食用菌,0.188,21.8,销售,否,13.6,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.051,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.116,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.242,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.813,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.258,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.263,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.237,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.121,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.131,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.172,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.071,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.222,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.217,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.192,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.147,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.111,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.051,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.278,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.217,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.414,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.106,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.263,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.253,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.227,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.268,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.131,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.359,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.187,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.152,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.273,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.434,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.455,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.162,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.177,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.152,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.162,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.237,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.152,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.091,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.318,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.096,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.172,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.126,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.111,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.177,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.328,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.232,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.116,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.242,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.182,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.434,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.051,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.364,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.369,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.106,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.177,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.222,19.8,销售,否,11.2,13.82
2020-09-27,102900005116530,西峡香菇(1),食用菌,0.248,19.8,销售,否,11.2,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.177,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.147,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.222,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.248,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.212,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.192,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.434,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.131,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.152,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.152,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.253,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.227,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.04,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.51,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.182,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.222,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.177,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.338,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.162,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.116,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.121,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.253,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.222,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.207,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.172,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.227,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.197,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.152,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.374,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.192,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.556,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.278,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.374,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.136,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.242,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.394,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.147,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.298,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.217,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.096,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.268,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.131,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.061,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.167,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.258,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.167,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.141,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.106,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.167,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.136,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.273,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.242,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.268,19.8,销售,否,11.45,13.82
2020-09-28,102900005116530,西峡香菇(1),食用菌,0.288,19.8,销售,否,11.45,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.17,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.321,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.096,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.211,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.096,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.239,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.106,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.188,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.138,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.069,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.44,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.188,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.211,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.087,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.206,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.179,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.358,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.362,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.262,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.156,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.349,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.229,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.312,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.138,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.092,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.138,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.339,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.202,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.257,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.326,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.257,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.216,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.179,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.184,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.188,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.119,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.092,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.197,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.156,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.202,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.069,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.22,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.11,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.138,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.22,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.486,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.188,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.312,21.8,销售,否,11.9,13.82
2020-09-29,102900005116530,西峡香菇(1),食用菌,0.188,21.8,销售,否,11.9,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.812,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.335,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.156,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.505,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.486,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.138,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.532,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.385,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.225,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.353,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.353,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.298,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.119,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.257,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.234,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.202,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.211,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.294,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.234,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.078,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.257,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.284,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.482,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.133,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.161,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.262,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.202,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.349,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.128,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.252,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.33,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.28,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.184,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.234,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.11,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.344,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.22,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.546,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.184,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.147,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.335,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.61,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.335,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.252,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.344,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.234,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.349,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.11,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.482,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.179,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.339,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.252,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.303,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.234,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.284,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.514,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.321,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.344,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.303,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.225,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.431,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.294,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.179,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.202,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.161,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.317,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.271,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.151,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.225,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.156,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.147,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.188,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.211,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.312,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.197,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.505,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.303,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.44,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.417,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.211,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.119,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.33,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.321,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.633,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.151,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.326,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.156,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.252,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.408,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.262,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.234,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.326,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.161,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.115,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.257,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.133,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.271,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.294,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.243,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.252,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.096,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.385,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.436,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.463,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.188,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.284,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.239,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.298,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.381,21.8,销售,否,13.63,13.82
2020-09-30,102900005116530,西峡香菇(1),食用菌,0.101,21.8,销售,否,13.63,13.82
